int	string	enum.BattleTipsType	LangText	float	string[]	string[]	enum.BattleTipsColor	enum.CustomBattleTipsType	string[]
291	Event80001	2	我方开始清点样本量	5	Play_Vox_Counting_EIC_Mineral_Samples		0	0	
292	Event80002	2	敌方开始清点样本量	5	Play_Vox_Enemies_Counting_EIC_Mineral_Samples		0	0	
293	Event80003	2	我方样本清点中断	2	Play_Vox_Counting_Progress_Aborted		0	0	
294	Event80004	2	敌方样本清点中断	2	Play_Vox_Enemies_Counting_Progress_Ended		0	0	
295	Event80005	2	我方将于10秒后脱离战场	2	Play_Vox_We_Will_RTB_In_10_Seconds		0	0	
296	Event80006	2	敌方将于10秒后脱离战场	2	Play_Vox_Enemies_Will_Escape_In_10_Seconds		0	0	
297	Event80007	2	EIC样本已送至地表	2	Play_Vox_EIC_Mineral_Samples_Were_Sent_Out		0	0	
298	Event80008	2	作战时间剩余1分钟	2	Play_Vox_Mission_Will_End_In_60_seconds		0	0	
299	Event80009	2	击坠携带%s个EIC样本机体	2	Play_Vox_EIC_Destroyed_A_Unit		0	0	
300	Event80010	2	EIC样本生成结束	2	Play_Vox_All_EIC_Mineral_Sample_Were_Sent_Out		0	0	
301	Event80000	2	作战目标：截获更多的EIC样本，直至作战结束	2	Play_Vox_Mission_Start_Gemstone		0	0	
302	Event40000	2	检测机甲移动功能，按下<color=#04faf9>W,A,S,D</color>移动机甲	999			0	0	
303	Event40001	2	检测机甲转向功能，<color=#04faf9>左右移动鼠标</color>控制机甲转向	999			0	0	
304	Event40002	2	检测机甲冲刺功能，<color=#04faf9>按住Shift键+W键</color>控制机甲向前冲刺	999			0	0	
305	Event40003	2	机甲冲刺过程中会消耗<color=#04faf9>能量</color>，能量值位于战斗面板右侧	999			0	0	
306	Event40004	2	检测机甲飞行功能，<color=#04faf9>长按住Space键</color>控制机甲向上攀升，机甲飞行过程中会消耗<color=#04faf9>能量</color>	999			0	0	
307	Event40005	2	检测机甲常规作战能力，<color=#04faf9>按住鼠标左键</color>控制机甲进行射击	4			0	0	
308	Event40006	2	机甲已搭载<color=#04faf9>自动换弹</color>功能，正在自动装填子弹	3			0	0	
309	Event40007	2	机甲已搭载<color=#04faf9>自动锁定敌人</color>功能，完成锁定后进行攻击	999			0	0	
310	Event6191061	1	我方正与<color=#46cbfc>运输区</color>主控制台对接通讯频段	3	Play_Vox_We_Collection_Abutment_The_Communication		1	0	
311	Event40009	2	停止冲刺可<color=#04faf9>逐渐恢复能量</color>	999			0	0	
312	Event40010	2	停止飞行可<color=#04faf9>逐渐恢复能量</color>	999			0	0	
313	Event85001	0	作战目标：歼灭所有敌机，赢得胜利	5	Play_Vox_Annihilate_All_Enemy_Planes		0	0	
314	Event85002	1	我方损伤过半，请慎重作战	5	Play_Vox_We_Lost_Half_Of_Our_Forces		2	0	
315	Event85003	1	歼敌进程过半，请继续进攻	5	Play_Vox_Our_Enemies_Lost_Half_Of_Their_Forces		1	0	
316	Event85004	0	双方增援赶到，作战继续进行	5	Play_Vox_Reinforcements_From_Both_Sides_Arrived	Play_UI_Overtime_Enter	0	0	
317	Event85005	1	请沉着应战	3	Play_Vox_Please_Be_Calm		2	0	
318	Event85006	1	作战目标即将达成	3	Play_Vox_Combat_Objectives_To_Be_Achieved		1	0	
319	Event85007	1	敌方作战进程增加	4	Play_Vox_Our_Enemies_Combat_Progress_Increases		2	0	
320	Event85008	1	我方作战进程增加	4	Play_Vox_Our_Combat_Progress_Increases		1	0	
321	Event6191062	1	敌方正与<color=#f74a59>运输区</color>主控制台对接通讯频段	3	Play_Vox_Enemies_Collection_Abutment_The_Communication		2	0	
322	Event6191063	1	我方已接管<color=#46cbfc>运输区</color>主控制台，开始上传入侵数据	3	Play_Vox_We_Have_Taken_Main_Console_Of_Collection		1	0	
323	Event6191064	1	敌方已接管<color=#f74a59>运输区</color>主控制台，开始上传入侵数据	2	Play_Vox_Enemies_Have_Taken_Main_Console_Of_Collection		2	0	
324	Event6191065	1	我方成功夺回<color=#46cbfc>运输区</color>主控制台，开始对接通讯频段	3	Play_Vox_We_Recapture_Main_Console_Of_Collection		1	0	
325	Event6191066	1	敌方夺取了<color=#f74a59>运输区</color>主控制台，开始对接通讯频段	3	Play_Vox_Enemies_Recapture_Main_Console_Of_Collection		2	0	
327	M2InSteath	5	光学迷彩已启用	2	Play_Vox_Optical_Camouflage_Enabled		0	0	
328	M2LeaveSteath	5	光学迷彩已关闭	2	Play_Vox_Optical_Camouflage_Closed		0	0	
329	M2InUnreal	5	幻影已启用	2	Play_Vox_Phantom_Enabled		0	0	
330	M2LeaveUnreal	5	幻影已关闭	2	Play_Vox_Phantom_Closed		0	0	
332	SkillDisable	5	当前无法使用	1	Play_Vox_Currently_Unavailable				
333	NotInterruptPreSkill	5	当前无法使用	1	Play_Vox_Currently_Unavailable				
334	Event6191071	1	<color=#46cbfc>采集区</color>还有<color=#46cbfc>60s</color>解除限制	3			0	0	
335	Event6191072	1	<color=#46cbfc>采集区</color>还有<color=#46cbfc>30s</color>解除限制	3			0	0	
336	Event6191073	1	<color=#46cbfc>采集区</color>已解除限制	3			0	0	
337	Event6191081	1	<color=#46cbfc>凝练区</color>还有<color=#46cbfc>60s</color>解除限制	3			0	0	
338	Event6191082	1	<color=#46cbfc>凝练区</color>还有<color=#46cbfc>30s</color>解除限制	3			0	0	
339	Event6191083	1	<color=#46cbfc>凝练区</color>已解除限制	3			0	0	
340	Event6191091	1	<color=#46cbfc>运输区</color>还有<color=#46cbfc>60s</color>解除限制	3			0	0	
341	Event6191092	1	<color=#46cbfc>运输区</color>还有<color=#46cbfc>30s</color>解除限制	3			0	0	
342	Event6191093	1	<color=#46cbfc>运输区</color>已解除限制	3			0	0	
343	SlashingMode	5	斩击模式	2	Play_Vox_Slashing_Mode				
344	ShootingMode	5	射击模式	2	Play_Vox_Shooting_Mode				
345	LandStiff	5	机体平衡中	2	Play_Vox_Stabilizing				
346	DroneLaunched	5	无人机释放	2	Play_Vox_Drone_Deployed				
348	ShieldActivate	5	防御盾生效	2	Play_Vox_Shield_Activate				
349	ShieldDeactivate	5	防御盾失效	2	Play_Vox_Shield_Deactivate				
350	DroneReturned	5	无人机回收	2	Play_Vox_Drone_Returned				
351	Event351	1	密钥10秒后将在我方基地生成，准备前往解码点安置	10			1		
352	Event352	1	密钥10秒后将在敌方基地生成，阻止敌方前往解码点安置	10			2		
353	Event353	1	密钥已在我方基地生成，150秒内有效	10			1		
354	Event354	1	密钥已在敌方基地生成，150秒内有效	10			2		
355	Event355	1	我方密钥携带者被击毁，密钥已掉落	10			2		
356	Event356	1	敌方密钥携带者已被击毁，密钥已掉落	10			1		
357	Event357	1	我方正在安置密钥	10			1		
358	Event358	1	敌方正在安置密钥	10			2		
359	Event359	1	我方密钥在解码点1安置成功，5秒后开始编译	5			1		
360	Event360	1	我方密钥在解码点2安置成功，5秒后开始编译	5			1		
361	Event361	1	敌方密钥在解码点1安置成功，5秒后开始编译	5			2		
362	Event362	1	敌方密钥在解码点2安置成功，5秒后开始编译	5			2		
363	Event363	1	密钥还有10秒完成编译	5			0		
364	Event364	1	敌方正在拆除密钥，请尽快阻止	10			2		
365	Event365	1	我方密钥在解码点1成功编译，获得本轮胜利	10			1		
366	Event366	1	我方密钥在解码点2成功编译，获得本轮胜利	10			1		
367	Event367	1	敌方密钥在解码点1成功编译，获得本轮胜利	10			2		
368	Event368	1	敌方密钥在解码点2成功编译，获得本轮胜利	10			2		
369	Event369	1	我方成功拆除密钥，获得本轮胜利	10			1		
370	Event370	1	敌方成功拆除密钥，获得本轮胜利	10			2		
371	Event371	1	本轮作战目标：携带密钥前往解码点	10			1		
372	Event372	1	本轮作战目标：阻止敌方前往解码点	10			2		
373	Event373	1	密钥还有30秒有效时间	5			0		
374	Event374	1	密钥还有10秒有效时间	5			0		
375	Event375	1	密钥未成功安置，防守方获得本轮胜利	10			0		
376	Event376	1	进入战斗：争夺充能核心，以激活己方密钥。	25			1		
377	Event377	1	阶段目标：争夺充能核心，以激活己方密钥。	25			1		
378	Event378	1	目标变更：将我方密钥运回。	60			1		
379	Event379	1	目标变更：阻止敌方运回密钥。	60			0		
380	Event380	1	即将开启密钥充能，请前往中央区域做好充能准备。	25			1		
381	Event381	1	密钥持续时间到，未拾取密钥已销毁，。	10			0		
382	Event382	1	密钥携带者即将暴露	5			2		
383	Event383	1	密钥已开始编译，90秒后编译成功	5			2		
384	Event384	1	密钥监测塔已激活，正在同步携带者信息	10			0		
385	Event385	1	密钥监测塔能量已耗尽，即将关闭	10			0		
386	Event386	0	本次作战训练将在5分钟后结束	5			0	0	
387	Event387	0	本次作战训练将在2分钟后结束	5			0	0	
388	Event388	0	本次作战训练将在1分钟后结束	5			0	0	
389	Event389	0	本次作战训练将在30秒后结束	5			0	0	
390	Event390	0	1号发射井将于90秒后开启	10			0	0	
391	Event391	0	2号发射井将于90秒后开启	10			0	0	
392	Event392	0	3号发射井将于90秒后开启	10			0	0	
393	Event393	0	4号发射井将于90秒后开启	10			0	0	
394	Event394	0	5号发射井将于90秒后开启	10			0	0	
395	Event395	0	6号发射井将于90秒后开启	10			0	0	
396	Event396	0	7号发射井将于90秒后开启	10			0	0	
397	Event397	0	8号发射井将于90秒后开启	10			0	0	
398	Event398	0	9号发射井将于90秒后开启	10			0	0	
399	Event399	0	10号发射井将于90秒后开启	10			0	0	
400	Event400	0	11号发射井将于90秒后开启	10			0	0	
401	Event401	0	12号发射井将于90秒后开启	10			0	0	
402	Event402	0	13号发射井将于90秒后开启	10			0	0	
403	Event403	0	14号发射井将于90秒后开启	10			0	0	
404	Event404	0	15号发射井将于90秒后开启	10			0	0	
405	Event405	0	16号发射井将于90秒后开启	10			0	0	
406	Event406	0	17号发射井将于90秒后开启	10			0	0	
407	Event407	0	18号发射井将于90秒后开启	10			0	0	
408	Event408	0	19号发射井将于90秒后开启	10			0	0	
409	Event409	0	20号发射井将于90秒后开启	10			0	0	
410	Event410	0	21号发射井将于90秒后开启	10			0	0	
411	Event411	0	22号发射井将于90秒后开启	10			0	0	
412	Event412	0	1号发射井已开启	10			0	0	
413	Event413	0	2号发射井已开启	10			0	0	
414	Event414	0	3号发射井已开启	10			0	0	
415	Event415	0	4号发射井已开启	10			0	0	
416	Event416	0	5号发射井已开启	10			0	0	
417	Event417	0	6号发射井已开启	10			0	0	
418	Event418	0	7号发射井已开启	10			0	0	
419	Event419	0	8号发射井已开启	10			0	0	
420	Event420	0	9号发射井已开启	10			0	0	
421	Event421	0	10号发射井已开启	10			0	0	
422	Event422	0	11号发射井已开启	10			0	0	
423	Event423	0	12号发射井已开启	10			0	0	
424	Event424	0	13号发射井已开启	10			0	0	
425	Event425	0	14号发射井已开启	10			0	0	
426	Event426	0	15号发射井已开启	10			0	0	
427	Event427	0	16号发射井已开启	10			0	0	
428	Event428	0	17号发射井已开启	10			0	0	
429	Event429	0	18号发射井已开启	10			0	0	
430	Event430	0	19号发射井已开启	10			0	0	
431	Event431	0	20号发射井已开启	10			0	0	
432	Event432	0	21号发射井已开启	10			0	0	
433	Event433	0	22号发射井已开启	10			0	0	
434	Event434	2	1号发射井关闭	10			1	0	
435	Event435	2	2号发射井关闭	10			1	0	
436	Event436	2	3号发射井关闭	10			1	0	
437	Event437	2	4号发射井关闭	10			1	0	
438	Event438	2	5号发射井关闭	10			1	0	
439	Event439	2	6号发射井关闭	10			1	0	
440	Event440	2	7号发射井关闭	10			1	0	
441	Event441	2	8号发射井关闭	10			1	0	
442	Event442	2	9号发射井关闭	10			1	0	
443	Event443	2	10号发射井关闭	10			1	0	
444	Event444	2	11号发射井关闭	10			1	0	
445	Event445	2	12号发射井关闭	10			1	0	
446	Event446	2	13号发射井关闭	10			1	0	
447	Event447	2	14号发射井关闭	10			1	0	
448	Event448	2	15号发射井关闭	10			1	0	
449	Event449	2	16号发射井关闭	10			1	0	
450	Event450	2	17号发射井关闭	10			1	0	
451	Event451	2	18号发射井关闭	10			1	0	
452	Event452	2	19号发射井关闭	10			1	0	
453	Event453	2	20号发射井关闭	10			1	0	
454	Event454	2	21号发射井关闭	10			1	0	
455	Event455	2	22号发射井关闭	10			1	0	
456	Event456	0	1号大发射井将在2分30秒后开启	10			0	0	
457	Event457	0	2号大发射井将在2分30秒后开启	10			0	0	
458	Event458	0	3号大发射井将在2分30秒后开启	10			0	0	
459	Event459	0	1号大发射井开启	10			0	0	
460	Event460	0	2号大发射井开启	10			0	0	
461	Event461	0	3号大发射井开启	10			0	0	
462	Event462	2	1号大发射井关闭	10			1	0	
463	Event463	2	2号大发射井关闭	10			1	0	
464	Event464	2	3号大发射井关闭	10			1	0	
465	Event465	1	本发射井还可使用2次	10			1	0	
466	Event466	1	本发射井还可使用1次	10			1	0	
467	Event467	1	本发射井已归属我方	10			1	0	
468	Event468	0	作战目标2：占领发射井来将装备包带出玛什马克，通过大发射井撤离获得高额经验奖励！	15			0	0	
469	Event469	0	作战目标1：在玛什马克内寻找强化芯片强化自己，收集装置和装备包！	15			0	0	
470	Event470	0	各区域控制台已解锁，请前往争夺	10			0	0	
471	Event471	0	我方已控制全部控制台，进入60秒决胜阶段	10			1	0	
472	Event472	0	敌方已控制全部控制台，进入60秒决胜阶段	10			2	0	
473	Event473	0	我方决胜阶段被打断	10			2	0	
474	Event474	0	敌方决胜阶段被打断	10			1	0	
475	Event475	0	阶段一：携带密钥至解码点进行安置	9999			0		
476	Event476	0	阶段二：保护我方解码点密钥不被敌方拆除	9999			0		
477	Event477	0	阶段一：阻止敌方前往解码点安置密钥	9999			0		
478	Event478	0	阶段二：前往解码点拆除敌方已安置的密钥	9999			0		
479	Event479	1	我方密钥在解码点3安置成功，5秒后开始编译	5			0		
480	Event480	1	敌方密钥在解码点3安置成功，5秒后开始编译	5			2		
481	Event481	1	我方密钥在解码点3成功编译，获得本轮胜利	10			1		
482	Event482	1	敌方密钥在解码点3成功编译，获得本轮胜利	10			2		
483	Event483	0	决胜阶段还剩25秒结束，我方即将胜利	10			1	0	
484	Event484	0	决胜阶段还剩25秒结束，敌方即将胜利	10			2	0	
485	Event485	0	决胜阶段还剩20秒结束，我方即将胜利	10			1	0	
486	Event486	0	决胜阶段还剩20秒结束，敌方即将胜利	10			2	0	
487	Event487	0	决胜阶段还剩15秒结束，我方即将胜利	10			1	0	
488	Event488	0	决胜阶段还剩15秒结束，敌方即将胜利	10			2	0	
489	Event489	0	决胜阶段还剩10秒结束，我方即将胜利	10			1	0	
490	Event490	0	决胜阶段还剩10秒结束，敌方即将胜利	10			2	0	
491	Event491	0	决胜阶段还剩5秒结束，我方即将胜利	10			1	0	
492	Event492	0	决胜阶段还剩5秒结束，敌方即将胜利	10			2	0	
493	Event493	0	决胜阶段结束，我方胜利	10			1	0	
494	Event494	0	决胜阶段结束，敌方胜利	10			2	0	
495	Event495	0	各区域控制台还剩30秒解锁	10			0	0	
496	Event496	0	各区域控制台还剩10秒解锁	10			0	0	
497	Event497	0	各区域控制台还剩5秒解锁	10			0	0	
498	Event498	0	区域1被我方占领	5			1	0	
499	Event499	0	敌方区域1被我方占领	5			1	0	
500	Event500	0	区域1被敌方占领	5			2	0	
501	Event501	0	我方区域1被敌方占领	5			2	0	
502	Event502	0	区域2被我方占领	5			1	0	
503	Event503	0	敌方区域2被我方占领	5			1	0	
504	Event504	0	区域2被敌方占领	5			2	0	
505	Event505	0	我方区域2被敌方占领	5			2	0	
506	Event506	1	我方密钥已生成，90秒后完成编译。	5			1		
507	Event507	0	决胜阶段还剩55秒结束，我方即将胜利	5			1	0	
508	Event508	0	决胜阶段还剩55秒结束，敌方即将胜利	5			2	0	
509	Event509	0	决胜阶段还剩50秒结束，我方即将胜利	5			1	0	
510	Event510	0	决胜阶段还剩50秒结束，敌方即将胜利	5			2	0	
511	Event511	0	决胜阶段还剩45秒结束，我方即将胜利	5			1	0	
512	Event512	0	决胜阶段还剩45秒结束，敌方即将胜利	5			2	0	
513	Event513	0	决胜阶段还剩40秒结束，我方即将胜利	5			1	0	
514	Event514	0	决胜阶段还剩40秒结束，敌方即将胜利	5			2	0	
515	Event515	0	决胜阶段还剩35秒结束，我方即将胜利	5			1	0	
516	Event516	0	决胜阶段还剩35秒结束，敌方即将胜利	5			2	0	
517	Event517	0	决胜阶段还剩30秒结束，我方即将胜利	5			1	0	
518	Event518	0	决胜阶段还剩30秒结束，敌方即将胜利	5			2	0	
519	Event519	1	无可发射的装备包，请通过击杀携带装备包的敌人，拾取野外资源来获得装备包！	10			1	0	
520	Event520	1	该发射井已经被占领了，无法进行发射	8			2	0	
521	Event521	1	阶段持续时间到，继续上传已拾取密钥。	10			1		
522	Event522	1	阶段持续时间到，阻止敌方上传已拾取密钥。	10			0		
523	Event523	0	全区域控制度达到指定值，控制全部控制台的阵营将开启决胜阶段	10			0	0	
524	Event524	0	各区域控制台还剩20秒解锁	10			0	0	
525	Event525	0	作战目标：夺取EIC晶体，前往供能区域为我方设备供能	8			0		
526	Event526	0	EIC晶体还有60秒生成	8			0		
527	Event527	0	EIC晶体还有30秒生成	8			0		
528	Event528	0	EIC晶体已生成，请前往争夺	8			0		
529	Event529	1	A点EIC晶体已被我方获取，请前往供能区为设备供能	8			1		
530	Event530	1	A点EIC晶体已被敌方获取，请前往争夺	8			2		
531	Event531	0	EIC晶体被销毁，A点即将重新生成EIC晶体	8			0		
532	Event532	0	A点EIC晶体还有30秒生成	8			0		
533	Event533	0	A点EIC晶体已生成，请前往争夺	8			0		
534	Event534	1	B点EIC晶体已被我方获取，请前往供能区为设备供能	8			1		
535	Event535	1	B点EIC晶体已被敌方获取，请前往争夺	8			2		
536	Event536	0	EIC晶体被销毁，B点即将重新生成EIC晶体	8			0		
537	Event537	0	B点EIC晶体还有30秒生成	8			0		
538	Event538	0	B点EIC晶体已生成，请前往争夺	8			0		
539	Event539	0	当前不在供能区内，EIC晶体将于5秒后自动销毁	8			2		
540	Event540	0	当前不在供能区内，EIC晶体将于4秒后自动销毁	8			2		
541	Event541	0	当前不在供能区内，EIC晶体将于3秒后自动销毁	8			2		
542	Event542	0	当前不在供能区内，EIC晶体将于2秒后自动销毁	8			2		
543	Event543	0	当前不在供能区内，EIC晶体将于1秒后自动销毁	8			2		
544	Event544	0	EIC晶体自动销毁	8			2		
545	Event545	1	我方击败敌方EIC晶体携带机体	8			1		
546	Event546	1	敌方击败我方EIC晶体携带机体	8			2		
547	Event547	0	敌方EIC晶体销毁，剩余能量被我方获取	8			1		
548	Event548	0	我方EIC晶体销毁，剩余能量被敌方获取	8			2		
549	Event549	0	我方进入供能区，开始为设备提供能量	8			1		
550	Event550	0	敌方进入供能区，开始为设备提供能量	8			2		
551	Event551	1	我方正在解码点安置密钥	3	Play_Vox_Ally_Accessed_To_The_Drill		1	0	
552	Event552	1	敌方正在解码点安置密钥	3	Play_Vox_Enemy_Is_Hacking_Into_The_Drill		2	0	
553	Event553	1	密钥设备已在解码点安置	3	Play_Vox_Key_Device_Accessed_To_The_Drill		0	0	
554	Event554	0	我方正在解码点1安置密钥	9999	Play_Vox_Key_Device_Accessed_To_The_Drill		1	4	
555	Event555	1	开始控制运输车	5			1		
556	Event556	0	作战目标：击破敌方防御炮台	99999			0		
557	Event557	1	中立据点还有60秒解锁	8			0		
558	Event558	1	中央据点还有30秒解锁	8			0		
559	Event559	1	中央据点已解锁	8			0		
560	Event560	0	阶段一：夺取中央据点，以解除敌方炮台防御立场	99999			1		
561	Event561	0	中央据点被我方占领，敌方炮台防御立场消失	8			1		
562	Event562	0	中央据点被敌方占领，我方炮台防御立场消失	8			2		
563	Event563	1	阶段一还剩10秒结束	8			0		
564	Event564	1	阶段一即将结束，将根据占领进度确定中立据点归属	8			0		
565	Event565	0	阶段二：进攻敌方防御炮台	99999			1		
566	Event566	0	阶段二：保护我方防御炮台	99999			2		
567	Event567	1	据点1炮台防御立场还有60秒消失	8			0		
568	Event568	1	据点1炮台防御立场还有30秒消失	8			0		
569	Event569	1	据点1炮台防御立场已消失	8			0		
570	Event570	1	据点2炮台防御立场还有60秒消失	8			0		
571	Event571	1	据点2炮台防御立场还有30秒消失	8			0		
572	Event572	1	据点2炮台防御立场已消失	8			0		
573	Event573	1	阶段二还剩30秒结束	8			0		
574	Event574	1	阶段二还剩10秒结束	8			0		
575	Event575	1	阶段二已结束，炮台防御立场恢复	8			0		
576	Event576	1	成功控制运输车，运输车移动速度提升10%	5			1		
577	Event577	1	距离运输车过远，失去对运输车的控制。	5			0		
578	Event578	0	我方正在拆除密钥 %s	999			1	3	
579	Event579	0	我方正在解码点2安置密钥	9999	Play_Vox_Key_Device_Accessed_To_The_Drill		1	4	
580	Event580	0	我方正在解码点3安置密钥	9999	Play_Vox_Key_Device_Accessed_To_The_Drill		1	4	
581	Event581	1	中央据点已解锁，还剩下4次解锁能量	8			0		
582	Event582	1	中央据点已解锁，还剩下3次解锁能量	8			0		
583	Event583	1	中央据点已解锁，还剩下2次解锁能量	8			0		
584	Event584	1	中央据点已解锁，还剩下1次解锁能量	8			0		
585	Event585	1	中央据点已解锁，本次是最后一次开启	8			0		
586	Event586	1	您的晶体核心不足！	3			0	0	
587	Event587	1	您的背包已满，请先使用或丢弃道具！	3			0	0	
588	Event588	1	该类物品的带出上限已满！	3			0	0	
589	Event589	1	此发射井可带出的物品上限已满！	3			0	0	
590	Event590	1	发射井物品已经装入！	3			0	0	
591	Event591	1	这个物品无法放入发射井！	3			0	0	
592	Event592	1	列车1已发车	8			0		
593	Event593	1	列车1全部炮台被击破	8			0		
594	Event594	1	核心1还有10秒关闭	8			0		
595	Event595	1	列车1已到达目标点	8			0		
596	Event596	1	列车2已发车	8			0		
597	Event597	1	列车2全部炮台被击破	8			0		
598	Event598	1	核心2还有10秒关闭	8			0		
599	Event599	1	列车2已到达目标点	8			0		
600	Event600	1	列车3已发车	8			0		
601	Event601	1	列车3全部炮台被击破	8			0		
602	Event602	1	核心3还有10秒关闭	8			0		
603	Event603	1	列车3已到达目标点	8			0		
604	Event604	1	作战目标：争夺核心	8			0		
605	Event605	0	击破敌方列车炮台	999999			2		
606	Event606	0	守护我方列车炮台	999999			1		
607	Event607	1	我方失去舵手，15秒内无法控制运输车。	5			0		
608	RepairFriendlyForces	5	正在修理友军	8			0		
609	RepairYourself	5	正在修理自身	8			0		
610	MultiLock	5	多锁模式	1			0		
611	SingleLock	5	单锁模式	1			0		
612	EnergycubeOccupyProcess	0	正在控制运输车 %s	999			0	2	
613	MechaLoading	5	正在装载	3			0		
614	MechaLoadingSuccess	5	装载成功	3	Play_Vox_Successful_Loading		0		
615	MechaLeave	5	载机已脱离	3	Play_Vox_Load_Disengagement		0		
616	Event616	1	失控武装还有10秒在区域A出现	10			2		
617	Event617	1	失控武装还有10秒在区域B出现	10			2		
618	Event618	1	失控武装还有10秒在区域C出现	10			2		
619	Event619	1	失控武装已在区域A出现	10			2		
620	Event620	1	失控武装已在区域B出现	10			2		
621	Event621	1	失控武装已在区域C出现	10			2		
622	Event622	0	核心提交点还有10秒开启	10			0		
623	Event623	0	核心提交点已开启	10			0		
624	Event624	0	核心提交点已关闭	10			0		
625	Event625	1	敌方已进入核心提交点	5			2		
626	Event626	1	我方已进入核心提交点	5			1		
627	Event627	0	正在核心提交点上传核心	10			1	4	
628	Event628	1	核心数量不足，无法提交	5			2		
629	Event629	1	补给飞船30秒后即将进入半岛各地，空投大量晶体核心和道具！！！	10			0		
630	Event630	1	空投飞船已经进入半岛，留意其路径上的补给物资！！！	10			0		
631	Event631	1	核心装置还有60秒后将在区域A生成	10			0		
632	Event632	1	核心装置还有60秒后将在区域B生成	10			0		
633	Event633	1	核心装置还有60秒后将在区域C生成	10			0		
634	Event634	1	核心装置还有30秒后将在区域A生成	10			0		
635	Event635	1	核心装置还有30秒后将在区域B生成	10			0		
636	Event636	1	核心装置还有30秒后将在区域C生成	10			0		
637	Event637	1	核心装置还有10秒后将在区域A生成	5			0		
638	Event638	1	核心装置还有10秒后将在区域B生成	5			0		
639	Event639	1	核心装置还有10秒后将在区域C生成	5			0		
640	Event640	1	核心装置已在区域A生成	10			0		
641	Event641	1	核心装置已在区域B生成	10			0		
642	Event642	1	核心装置已在区域C生成	10			0		
643	Event643	1	核心装置已被拾取	5			0		
644	Event644	1	我方核心装置已上传成功，正在激活飞船	5			1		
645	Event645	1	我方飞船已生成，请持续保护30秒钟	10			1		
646	Event646	1	敌方飞船已生成，请在30秒内完成摧毁	10			2		
647	Event647	1	飞船可被攻击时间还剩25秒	5			0		
648	Event648	1	飞船可被攻击时间还剩20秒	5			0		
649	Event649	1	飞船可被攻击时间还剩15秒	5			0		
650	Event650	1	飞船可被攻击时间还剩10秒	5			0		
651	Event651	1	我方飞船已被摧毁	10			1		
652	Event652	1	敌方飞船已被摧毁	10			2		
653	Event653	1	成功保护我方飞船，获得本轮胜利	10			0		
654	Event654	1	敌方飞船未被摧毁，对方获得本轮胜利	10			2		
655	Event65	1	敌方核心装置已上传成功，正在激活飞船	5			2		
656	Event656	1	飞船可被攻击时间还剩5秒	5			0		
657	Event657	0	我方正在上传核心装置信息	999			1	2	
660	Event660	0	作战目标：关闭尘屑散布器，确保区域设施正常运行	99999	Play_Vox_Target_Dust_Spreader_Turn_Off		0	0	
661	Event661	1	尘屑散布器还有10秒被投放	10	Play_Vox_Dust_Spreader_Countdown10		0	0	
662	Event662	1	尘屑散布器已被投放	10	Play_Vox_Dust_Spreader_Deployed		0	0	
663	Event663	1	尘屑散布器已被我方关闭	5	Play_Vox_Dust_Spreader_Closed_By_Ally		1	0	
664	Event664	1	尘屑散布器已被敌方关闭	5	Play_Vox_Dust_Spreader_Closed_By_Enermy		2	0	
665	Event665	1	进入战斗：充能核心将在30秒后开启，争夺所有充能核心	20			1		
666	Event666	1	阶段目标：充能核心将在5秒后开启，争夺所有充能核心	5			1		
667	Event667	1	阶段目标：充能核心已开启，争夺所有充能核心	10			0		
668	Event668	1	我方成功夺取1号充能核心	5	SetTrigger_Battle_Succeed		1		
669	Event669	1	我方成功夺取2号充能核心	5	SetTrigger_Battle_Succeed		1		
670	Event670	1	我方成功夺取3号充能核心	5	SetTrigger_Battle_Succeed		1		
671	Event671	1	我方失去1号充能核心	5	SetTrigger_Battle_Fail		2		
672	Event672	1	我方失去2号充能核心	5	SetTrigger_Battle_Fail		2		
673	Event673	1	我方失去3号充能核心	5	SetTrigger_Battle_Fail		2		
675	Event675	2	1号发射井还有30秒关闭	10			0	0	
676	Event676	2	2号发射井还有30秒关闭	10			0	0	
677	Event677	2	3号发射井还有30秒关闭	10			0	0	
678	Event678	2	4号发射井还有30秒关闭	10			0	0	
679	Event679	2	5号发射井还有30秒关闭	10			0	0	
680	Event680	2	6号发射井还有30秒关闭	10			0	0	
681	Event681	2	7号发射井还有30秒关闭	10			0	0	
682	Event682	2	8号发射井还有30秒关闭	10			0	0	
683	Event683	2	9号发射井还有30秒关闭	10			0	0	
684	Event684	2	10号发射井还有30秒关闭	10			0	0	
685	Event685	2	11号发射井还有30秒关闭	10			0	0	
686	Event686	2	12号发射井还有30秒关闭	10			0	0	
687	Event687	2	13号发射井还有30秒关闭	10			0	0	
688	Event688	2	14号发射井还有30秒关闭	10			0	0	
689	Event689	2	15号发射井还有30秒关闭	10			0	0	
690	Event690	2	16号发射井还有30秒关闭	10			0	0	
691	Event691	2	17号发射井还有30秒关闭	10			0	0	
692	Event692	2	18号发射井还有30秒关闭	10			0	0	
693	Event693	2	19号发射井还有30秒关闭	10			0	0	
694	Event694	2	20号发射井还有30秒关闭	10			0	0	
695	Event695	2	21号发射井还有30秒关闭	10			0	0	
696	Event696	2	22号发射井还有30秒关闭	10			0	0	
697	Event697	2	1号大发射井还有30秒关闭	10			0	0	
698	Event698	2	2号大发射井还有30秒关闭	10			0	0	
