int	string	uint	uint	string
FUnique()				PKEY1
排行，按性能高到低排序	显卡名字	天梯分	天梯分	清洗后的显卡名
Index	gpu_name	g3d_mark	g2d_mark	gpu_detail_collected
1346	Radeon HD 6750	996	277	radeon. hd 6730m
1347	Radeon R7 A265	994	468	radeon r7 a265
1348	GeForce 830M	989	137	geforce 830m
1349	Intel HD 530	989	249	intel hd 530
1350	Quadro FX 4800	989	86	quadro fx 4800
1351	Intel HD 530	989	249	intelhd530
1352	Quadro 2000D	988	311	quadro 2000d
1353	Radeon R5 PRO A6-9500 R5, 8 COMPUTE CORES 2C+6G	986	176	radeon r5 pro a6-9500 r5, 8 compute cores 2c+6g
1354	Radeon HD 7560D + 7570 Dual	985	434	radeon hd 7560d + 7570 dual
1355	Radeon HD 8570	984	297	radeon hd 8570
1356	Radeon HD 8690M	984	768	radeon hd 8690m
1357	Radeon R5 340	984	360	radeon r5 340
1358	Radeon R5 340	984	360	radeon r5 340x
1359	Radeon R5 340	984	360	radeonr5340
1360	Radeon R5 340	984	360	radeont r5 340
1361	Radeon HD 8570	984	297	radeon hd 8570a
1362	Radeon HD 7560D + 7560D Dual	983	420	radeon hd 7560d + 7560d dual
1363	FirePro W4170M	981	219	firepro w4170m
1364	Radeon 530	980	179	radeon 530
1365	Radeon 530	980	179	radeon530
1366	Radeon 530	980	179	radeon 530x
1367	FirePro V4900	977	307	firepro v4900
1368	Radeon R5 A10-9630P 4C+6G	977	270	radeon r5 a10-9630p 4c+6g
1369	Radeon HD 8670D + 8570 Dual	974	419	radeon hd 8670d + 8570 dual
1370	Radeon HD 8670D + 8570 Dual	974	419	radeon hd 8670d + hd 8570 dual
1371	Radeon HD 8850M	973	502	radeon hd 8850m
1372	Radeon HD 8850M	973	502	radeon hd 8800m
1373	Radeon R6 A10-9600P 4C+6G	970	336	radeon r6 a10-9600p 4c+6g
1374	Radeon HD 7660G N HD 7660G + HD 7700M N HD 7700M D	967	351	radeon hd 7660g n hd 7660g + hd 7700m n hd 7700m d
1375	Radeon R7 PRO A12-8870E	967	247	radeon r7 pro a12-8870e
1376	Qualcomm Adreno 690 GPU	965	93	qualcomm adreno 690
1377	Radeon HD 6770M	964	572	radeon hd 6770m
1378	Radeon HD 8570D + R7 240 Dual	964	489	radeon hd 8570d + r7 240 dual
1379	Radeon R7 A10-7850K	964	281	radeon r7 a10-7850k
1380	Radeon HD 8570D + R7 240 Dual	964	489	radeon hd 8570d + r5 240 dual
1381	Radeon R7 M270DX	962	233	radeon r7 m270dx
1382	Radeon R6 Opteron X3418	955	399	radeon r6 opteron x3418
1383	Radeon R7 M260X	955	173	radeon r7 m260x
1384	Radeon R7 M445	952	179	radeon r7 m445
1385	Radeon R7 M445	952	179	radeonr7m445
1386	Radeon HD 8670D + R7 200 Dual	950	506	radeon hd 8670d + r7 200 dual
1387	FirePro M4150	949	187	firepro m4150
1388	Radeon HD 8570 + HD 7660D Dual	949	467	radeon hd 8570 + hd 7660d dual
1389	Radeon R5 430	948	313	radeon r5 430
1390	Quadro CX	947	454	quadro cx
1391	Radeon HD 7640G + 7690M Dual	946	325	radeon hd 7640g + 7690m dual
1392	Radeon HD 6670/7670	946	320	radeon hd 6670/7670
1393	Radeon R7 PRO A10-8850B	945	552	radeon r7 pro a10-8850b
1394	zxcvIntel HD 620	944	208	zxcvintel hd 620
1395	Radeon HD 4850	944	99	radeon hd 4850
1396	Radeon HD 4850	944	99	asus eah4850
1397	Radeon HD 7660D + R7 240 Dual	942	453	radeon hd 7660d + r7 240 dual
1398	Radeon R7 A12-9800E RADEON	941	257	radeon r7 a12-9800e radeon
1399	Radeon HD 6750M	937	487	radeon hd 6750m
1400	Radeon HD 7560D + HD 8570 Dual	936	425	radeon hd 7560d + hd 8570 dual
1401	Radeon HD 7560D + HD 8570 Dual	936	425	radeon hd 7560d + hd8490 dual
1402	Quadro 2000	935	298	quadro 2000
1403	Radeon R7 PRO A12-9800	933	270	radeon r7 pro a12-9800
1404	Radeon HD 7660G + 7730M Dual	931	392	radeon hd 7660g + 7730m dual
1405	Radeon R7 PRO A10-8770	931	241	radeon r7 pro a10-8770
1406	Radeon R7 240 + HD 8670D Dual	930	471	radeon r7 240 + hd 8670d dual
1407	Radeon R7 A10-9700 RADEON	930	231	radeon r7 a10-9700 radeon
1408	Radeon R7 PRO A12-9800E	928	243	radeon r7 pro a12-9800e
1409	Radeon R7 A10-7860K	927	222	radeon r7 a10-7860k
1410	Intel HD Graphics 620	926	220	intel hd 620
1411	Intel HD Graphics 620	926	220	intelhd620
1412	Intel Iris Pro 6100	925	548	intel iris pro 6100
1413	Radeon HD 8750M	922	211	radeon hd 8750m
1414	GeForce GT 645M	918	162	geforce gt 645m
1415	Radeon R7 240 + HD 8570D Dual	918	352	radeon r7 240 + hd 8570d dual
1416	GeForce GT 645M	918	162	geforcegt645m
1417	Radeon R7 A10 PRO-7850B	915	362	radeon r7 a10 pro-7850b
1418	GRID M10-0Q	914	613	grid m10-0q
1419	Radeon R7 A8-8650	913	499	radeon r7 a8-8650
1420	GRID K220Q	912	539	grid k220q
1421	GRID M6-0B	912	764	grid m6-0b
1422	Intel Iris 6100	911	325	intel iris 6100
1423	Radeon 6750M	911	570	radeon 6750m
1424	Intel Iris 6100	911	325	inteliris6100
1425	Radeon R9 M375	910	166	radeon r9 m375
1426	Radeon R9 M375	910	166	radeonr9m375
1427	Radeon R7 A8-7500	908	316	radeon r7 a8-7500
1428	GeForce GT 640M	904	184	geforce gt 640m
1429	GeForce GT 640M	904	184	geforcegt640m
1430	Radeon Vega 3 Ryzen 3 3200U	903	366	radeon vega 3 ryzen 3 3200u
1431	Barco MXRT 7400	901	682	barco mxrt 7400
1432	Radeon HD 8550G + 7600M Dual	901	395	radeon hd 8550g + 7600m dual
1433	Radeon R5 A6-9500 RADEON R5, 8 COMPUTE CORES 2C+6G	901	206	radeon r5 a6-9500 radeon r5, 8 compute cores 2c+6g
1434	Barco MXRT 2600	900	649	barco mxrt 2600
1435	Radeon R7 + R5 Dual	898	496	radeon r7 + r5 dual
1436	Radeon 620	897	205	radeon 620
1437	Radeon 620	897	205	radeon 610
1438	7900 MOD - Radeon HD 6550D	893	536	7900 mod - radeon hd 6550d
1439	FirePro W2100	893	322	firepro w2100
1440	GeForce 920A	888	214	geforce 920a
1441	Radeon HD 4770	888	141	radeon hd 4770
1442	Radeon HD 4770	888	141	radeon hd 4700
1443	Intel UHD Graphics 617	887	249	intel uhd 617
1444	Intel UHD Graphics 617	887	249	inteluhd617
1445	Radeon R7 + R5 435 Dual A10-9700 RADEON	886	480	radeon r7 + r5 435 dual a10-9700 radeon
1446	Radeon R7 PRO A10-9700E	886	221	radeon r7 pro a10-9700e
1447	Radeon Vega 3	886	308	radeon vega 3
1448	Radeon Vega 3	886	308	radeonvega3
1449	Radeon HD 8650G + 7670M Dual	884	379	radeon hd 8650g + 7670m dual
1450	Radeon HD 7660G + HD 7730M Dual	882	329	radeon hd 7660g + hd 7730m dual
1451	Radeon R7 240	878	263	radeon r7 240
1452	Radeon R7 240	878	263	asus r7 240
1453	Radeon R7 240	878	263	radeon r7 200
1454	Radeon R7 240	878	263	radeonr7200
1455	Radeon E6760	877	485	radeon e6760
1456	Radeon R7 A10-8750	876	234	radeon r7 a10-8750
1457	Radeon R7 M440	874	176	radeon r7 m440
1458	Radeon R7 M440	874	176	radeonr7m440
1459	Radeon R7 G	870	532	radeon r7 g
1460	Radeon HD 8570D + HD 6570 Dual	868	506	radeon hd 8570d + hd 6570 dual
1461	Intel HD 520	867	211	intel hd 520
1462	Intel HD 6000	867	279	intel hd 6000
1463	Intel HD 520	867	211	intelhd520
1464	Intel HD 6000	867	279	intelhd6000
1465	Mobility Radeon HD 4850	866	472	mobility radeon hd 4850
1466	Radeon HD 4830	864	74	radeon hd 4830
1467	Radeon HD 8470D + HD 6450 Dual	863	590	radeon hd 8470d + hd 6450 dual
1468	Radeon R5 PRO A6-8570E R5, 6 COMPUTE CORES 2C+4G	863	215	radeon r5 pro a6-8570e r5, 6 compute cores 2c+4g
1469	Radeon 520	857	215	radeon 520
1470	Radeon R7 PRO A8-9600	857	287	radeon r7 pro a8-9600
1471	Radeon 520	857	215	radeon520
1472	Radeon 520	857	215	radeon 500
1473	Radeon HD 8550G + HD 7600M Dual	855	350	radeon hd 8550g + hd 7600m dual
1474	FirePro 3D V4800	854	324	firepro 3d v4800
1475	Qualcomm Adreno 685 GPU	854	275	qualcomm adreno 685
1476	FirePro 3D V4800	854	324	firepro v4800
1477	Radeon HD 8500M/8700M	853	503	radeon hd 8500m/8700m
1478	Radeon R5 A6-9500 2C+6G	853	249	radeon r5 a6-9500 2c+6g
1479	Radeon R7 A8-7500 4C+6G	853	390	radeon r7 a8-7500 4c+6g
1480	Radeon R7 A8-7670K	849	297	radeon r7 a8-7670k
1481	Radeon R5 PRO A6-8570 2C+6G	847	292	radeon r5 pro a6-8570 2c+6g
1482	GeForce GT 445M	843	202	geforce gt 445m
1483	Radeon R5 435	841	235	radeon r5 435
1484	FireGL V8600	839	406	firegl v8600
1485	Radeon HD 8470D + 6570 Dual	838	454	radeon hd 8470d + 6570 dual
1486	Radeon HD 8670D + R5 235 Dual	837	518	radeon hd 8670d + r5 235 dual
1487	Radeon HD 6650A	836	418	radeon hd 6650a
1488	GeForce GT 635	834	237	geforce gt 635
1489	Radeon HD 7560D + 6570 Dual	833	476	radeon hd 7560d + 6570 dual
1490	Radeon HD 7520G + HD 7500/7600 Dual	832	355	radeon hd 7520g + hd 7500/7600 dual
1491	Radeon HD 7660G + 7600M Dual	832	341	radeon hd 7660g + 7600m dual
1492	Radeon HD 8650G + 8600/8700M Dual	832	374	radeon hd 8650g + 8600/8700m dual
1493	Radeon R7 PRO A10-9700	831	205	radeon r7 pro a10-9700
1494	Intel HD 5200	830	653	intel hd 5200
1495	GRID M60-0Q	827	516	grid m60-0q
1496	Radeon R5 A10-9630P RADEON R5, 10 COMPUTE CORES 4C	825	189	radeon r5 a10-9630p radeon r5, 10 compute cores 4c
1497	Radeon HD 7640G N HD 7640G + HD 7600M N HD 7600M D	824	262	radeon hd 7640g n hd 7640g + hd 7600m n hd 7600m d
1498	Radeon HD 7670	824	316	radeon hd 7670
1499	Radeon HD 7670	824	316	asus hd7670
1500	GeForce GT 730M	822	175	geforce gt 730m
1501	Radeon HD 3850 X2	822	422	radeon hd 3850 x2
1502	Radeon HD 7540D + 7500 Dual	822	471	radeon hd 7540d + 7500 dual
1503	GeForce GT 730M	822	175	geforcegt730m
1504	GeForce GT 730	821	242	geforce gt 730
1505	GeForce GT 730	821	242	geforcegt730
1506	Radeon HD 8650G + HD 7600M Dual	820	346	radeon hd 8650g + hd 7600m dual
1507	Radeon HD 8550G + HD 8750M Dual	819	336	radeon hd 8550g + hd 8750m dual
1508	Radeon R7 PRO A10-8770E	819	211	radeon r7 pro a10-8770e
1509	Radeon R7 M260DX	817	195	radeon r7 m260dx
1510	Radeon R7 A10 Extreme Edition	816	286	radeon r7 a10 extreme edition
1511	Radeon R9 M280X	814	247	radeon r9 m280x
1512	Radeon HD 8670D + 7000 Dual	812	488	radeon hd 8670d + 7000 dual
1513	Radeon HD 8670D + 7000 Dual	812	488	radeon hd 7000 + hd 8670d dual
1514	Radeon R8 M445DX	811	182	radeon r8 m445dx
1515	Radeon R8 M445DX	811	182	radeonr8m445dx
1516	Radeon R8 M445DX	811	182	radeon r8 m445 dx
1517	Radeon HD 6800M	808	230	radeon hd 6800m
1518	Radeon R7 A8-9600 RADEON	808	194	radeon r7 a8-9600 radeon
1519	Radeon HD 6800M	808	230	radeon hd 6800
1520	Radeon HD 6800M	808	230	radeonhd6800
1521	Radeon HD 8550G + 8600/8700M Dual	803	336	radeon hd 8550g + 8600/8700m dual
1522	Radeon HD 8650G + HD 8790M Dual	800	404	radeon hd 8650g + hd 8790m dual
1523	Radeon HD 8650G + HD 8790M Dual	800	404	radeon hd 8650g + 8790m dual
1524	GeForce 9800 GX2	798	518	geforce 9800 gx2
1525	Radeon R7 FX-8800P	798	186	radeon r7 fx-8800p
1526	Radeon HD 8550G + 8750M Dual	796	321	radeon hd 8550g + 8750m dual
1527	Radeon HD 8650G N HD 8650G + HD 8600/8700M Dual	796	322	radeon hd 8650g n hd 8650g + hd 8600/8700m dual
1528	Radeon R7 A10-7700K	793	234	radeon r7 a10-7700k
1529	Radeon 535DX	787	187	radeon 535dx
1530	Radeon HD 8650G + 8750M Dual	787	381	radeon hd 8650g + 8750m dual
1531	GeForce GT 740M	786	144	geforce gt 740m
1532	GeForce GT 740M	786	144	geforcegt740m
1533	Radeon R5 A6-9500E RADEON R5, 6 COMPUTE CORES 2C+4	785	209	radeon r5 a6-9500e radeon r5, 6 compute cores 2c+4
1534	GeForce 825M	784	261	geforce 825m
1535	Quadro FX 3800	783	81	quadro fx 3800
1536	Quadro K1000M	782	246	quadro k1000m
1537	Radeon HD 5670	781	282	radeon hd 5670
1538	Radeon R5 M435	781	177	radeon r5 m435
1539	Radeon R7 A365	781	763	radeon r7 a365
1540	Radeon R7 PRO A6-9500 2C+6G	781	439	radeon r7 pro a6-9500 2c+6g
1541	Radeon HD 5670	781	282	asus eah5670
1542	Radeon R5 M435	781	177	radeon r6 m435dx
1543	Radeon R5 M435	781	177	radeon r8 m435dx
1544	Radeon R5 M435	781	177	radeonr6m435dx
1545	Radeon HD 8650G + HD 8750M Dual	779	345	radeon hd 8650g + hd 8750m dual
1546	GRID P40-4Q	778	621	grid p40-4q
1547	Radeon HD 7660G + HD 7700M Dual	777	168	radeon hd 7660g + hd 7700m dual
1548	Radeon R7 A10-7890K	777	216	radeon r7 a10-7890k
1549	Radeon R7 A8-7600	777	209	radeon r7 a8-7600
1550	Radeon HD 7640G + 7500M/7600M Dual	776	317	radeon hd 7640g + 7500m/7600m dual
1551	GeForce GT 340	774	469	geforce gt 340
1552	GeForce GT 440	774	234	geforce gt 440
1553	GeForce GT 440	774	234	geforcegt440
1554	Mobility Radeon HD 5000	773	429	mobility radeon hd 5000
1555	Radeon HD 7600M + 7600M Dual	773	317	radeon hd 7600m + 7600m dual
1556	Radeon HD 8650G N HD 8650G + HD 8570M Dual	773	368	radeon hd 8650g n hd 8650g + hd 8570m dual
1557	Radeon R7 A10-8850	773	277	radeon r7 a10-8850
1558	Quadro K420	773	285	quadro k420
1559	Mobility Radeon HD 5000	773	429	mobilityradeonhd5000
1560	Radeon HD 7600M + 7600M Dual	773	317	radeon hd 7600m
1561	Radeon HD 7600M + 7600M Dual	773	317	radeonhd7600m
1562	Intel Iris 5100	771	281	intel iris 5100
1563	Radeon R5 PRO A6-9500E 2C+4G	771	288	radeon r5 pro a6-9500e 2c+4g
1564	Intel Iris 5100	771	281	inteliris5100
1565	GeForce 730A	769	205	geforce 730a
1566	GeForce 9800 GTX	769	366	geforce 9800 gtx
1567	Quadro 2000M	769	244	quadro 2000m
1568	Radeon HD 4810	769	425	radeon hd 4810
1569	Radeon R5 A6-7480	769	205	radeon r5 a6-7480
1570	Radeon HD 4810	769	425	radeon hd 4800
1571	Radeon R7 M365X	768	177	radeon r7 m365x
1572	Radeon R7 A8-7680	766	184	radeon r7 a8-7680
1573	Radeon HD 8650G + HD 8600/8700M Dual	764	356	radeon hd 8650g + hd 8600/8700m dual
1574	Intel UHD Graphics 615	763	193	intel uhd 615
1575	Mobility Radeon HD 5850	763	403	mobility radeon hd 5850
1576	Radeon HD 6450 + 8470D Dual	763	486	radeon hd 6450 + 8470d dual
1577	Intel UHD Graphics 615	763	193	inteluhd615
1578	Mobility Radeon HD 5850	763	403	mobility radeon hd 5800
1579	Radeon HD 6650M	762	226	radeon hd 6650m
1580	Radeon HD 7660G + HD 7500/7600 Dual	760	369	radeon hd 7660g + hd 7500/7600 dual
1581	Radeon HD 7660G + HD 8500M Dual	758	355	radeon hd 7660g + hd 8500m dual
1582	Radeon HD 8650G + HD 8600M N HD 8600M Dual	758	413	radeon hd 8650g + hd 8600m n hd 8600m dual
1583	Radeon R7 PRO A10-8750B	758	224	radeon r7 pro a10-8750b
1584	Radeon R7 PRO A10-9700B	758	259	radeon r7 pro a10-9700b
1585	Radeon HD 8650G + HD 8600M N HD 8600M Dual	758	413	radeon hd 8650g n hd 8650g + hd 8600m n hd 8600m dual
1586	Quadro K600	757	265	quadro k600
1587	Radeon HD 7660G + 7700M Dual	757	311	radeon hd 7660g + 7700m dual
1588	Quadro K600	757	265	quadrok600
1589	Quadro 1100M	755	734	quadro 1100m
1590	Radeon R7 PRO A8-8650B	755	201	radeon r7 pro a8-8650b
1591	Radeon HD 7640G + 7450M Dual	754	353	radeon hd 7640g + 7450m dual
1592	Radeon R7 A12-9720P RADEON	754	182	radeon r7 a12-9720p radeon
1593	Radeon HD 7640G + 7450M Dual	754	353	radeon hd 7640g + hd 7450m dual
1594	Radeon HD 8570D + HD 7000 Dual	753	465	radeon hd 8570d + hd 7000 dual
1595	Radeon HD 8570D + HD 7000 Dual	753	465	radeon hd 8570d + 7000 dual
1596	IncrediblE HD 4600	750	735	incredible hd 4600
1597	Radeon M535DX	750	288	radeon m535dx
1598	Radeon R7 M270	750	152	radeon r7 m270
1599	Radeon R7 M270	750	152	radeonr7m270
1600	Radeon HD 7640G + 7650M Dual	747	188	radeon hd 7640g + 7650m dual
1601	Radeon HD 7660G + HD 8600/8700M Dual	747	365	radeon hd 7660g + hd 8600/8700m dual
1602	Radeon HD 7660G + 7610M Dual	746	323	radeon hd 7660g + 7610m dual
1603	Radeon HD 8670D + R5 330 Dual	746	494	radeon hd 8670d + r5 330 dual
1604	Radeon Vega 3 Ryzen Embedded R1505G	746	316	radeon vega 3 ryzen embedded r1505g
1605	Radeon R5 235 + HD 7560D Dual	744	441	radeon r5 235 + hd 7560d dual
1606	GeForce GT 730A	743	714	geforce gt 730a
1607	Radeon HD 7660G + 7670M Dual	743	347	radeon hd 7660g + 7670m dual
1608	Radeon HD 8650G + 7600M Dual	742	404	radeon hd 8650g + 7600m dual
1609	Radeon HD 6670	740	237	radeon hd 6670
1610	Radeon R7 FX-9800P RADEON	740	193	radeon r7 fx-9800p radeon
1611	Radeon HD 6670	740	237	asus eah6670
1612	Radeon HD 6670	740	237	radeonhd6670
1613	Intel Poison Ivy	739	783	intel poison ivy
1614	Radeon HD 7670M + 7670M Dual	738	294	radeon hd 7670m + 7670m dual
1615	Radeon R5 235 + HD 8570D Dual	738	486	radeon r5 235 + hd 8570d dual
1616	Radeon R5 A10-9620P 4C+6G	732	196	radeon r5 a10-9620p 4c+6g
1617	Radeon HD 7550M/7650M	729	524	radeon hd 7550m/7650m
1618	GeForce 920M	728	118	geforce 920m
1619	GRID K140Q	728	457	grid k140q
1620	Intel HD 615	728	188	intel hd 615
1621	GeForce 920M	728	118	geforce920m
1622	Intel HD 615	728	188	intelhd615
1623	NVS 510	726	280	nvs 510
1624	Intel UHD Graphics 610	725	178	intel uhd 610
1625	Intel UHD Graphics 610	725	178	inteluhd610
1626	Radeon HD 7660G N HD 7660G + HD 7600M N HD 7600M D	723	292	radeon hd 7660g n hd 7660g + hd 7600m n hd 7600m d
1627	Radeon HD 8650G + R5 M200 Dual	723	323	radeon hd 8650g + r5 m200 dual
1628	Asus GTX 650 FML II EC-EGPU	721	534	asus gtx 650 fml ii ec-e
1629	Mobility Radeon HD 4870	720	416	mobility radeon hd 4870
1630	Radeon HD 7540D + 6570 Dual	720	469	radeon hd 7540d + 6570 dual
1631	Radeon R5 A10-9600P RADEON R5, 10 COMPUTE CORES 4C	720	144	radeon r5 a10-9600p radeon r5, 10 compute cores 4c
1632	Radeon HD 8670D + HD 7000 Dual	719	403	radeon hd 8670d + hd 7000 dual
1633	Radeon HD 8470D + 6450 Dual	717	558	radeon hd 8470d + 6450 dual
1634	Radeon HD 8650G + HD 8570M Dual	716	317	radeon hd 8650g + hd 8570m dual
1635	Radeon R7 A8-7650K	716	215	radeon r7 a8-7650k
1636	Quadro K610M	715	231	quadro k610m
1637	Radeon R7 A12-9700P RADEON	714	169	radeon r7 a12-9700p radeon
1638	Radeon HD 7660G + HD 8670M Dual	711	325	radeon hd 7660g + hd 8670m dual
1639	Radeon HD 3870 X2	709	224	radeon hd 3870 x2
1640	Radeon HD 6550A	708	609	radeon hd 6550a
1641	Radeon R7 PRO A12-9800B	708	193	radeon r7 pro a12-9800b
1642	Radeon HD 6550A	708	609	radeon hd 6550m
1643	Radeon HD 7660G + HD 7670M Dual	707	317	radeon hd 7660g + hd 7670m dual
1644	Radeon HD 7640G + 7600M Dual	706	294	radeon hd 7640g + 7600m dual
1645	Radeon HD 7640G + 7600M Dual	706	294	radeon hd 7640g hd 7500m/7600m dual
1646	Radeon HD 7660G N HD 7660G + HD 7670M Dual	705	318	radeon hd 7660g n hd 7660g + hd 7670m dual
1647	Tesla K40m	705	21	tesla k40m
1648	Radeon HD 7640G + HD 7600M Dual	704	277	radeon hd 7640g + hd 7600m dual
1649	Radeon HD 7730M	703	212	radeon hd 7730m
1650	Intel HD 610	702	157	intel hd 610
1651	Intel HD 610	702	157	intelhd610
1652	Radeon HD 7570M/HD 7670M	699	555	radeon hd 7570m/hd 7670m
1653	TRINITY DEVASTATOR MOBILE	699	335	trinity devastator mobile
1654	Radeon HD 7570M/HD 7670M	699	555	radeonhd7570m/hd7670m
1655	Radeon R5 PRO A10-8730B 4C+6G	695	201	radeon r5 pro a10-8730b 4c+6g
1656	Radeon R7 A10-7800	695	195	radeon r7 a10-7800
1657	Radeon Ryzen 3 3250U	694	179	radeon ryzen 3 3250u
1658	Radeon R5 PRO A6-9500B 2C+4G	693	323	radeon r5 pro a6-9500b 2c+4g
1659	Radeon HD 7640G + 7700M Dual	691	324	radeon hd 7640g + 7700m dual
1660	GeForce GT 630	690	210	geforce gt 630
1661	GRID K1	690	377	grid k1
1662	Radeon R5 PRO A6-8530B 2C+4G	690	354	radeon r5 pro a6-8530b 2c+4g
1663	GeForce GT 630	690	210	geforce gt630
1664	GeForce GT 630	690	210	geforcegt630
1665	Radeon HD 7640G + 8600/8700M Dual	689	308	radeon hd 7640g + 8600/8700m dual
1666	Radeon HD 8730M	687	185	radeon hd 8730m
1667	Radeon HD 8650G + R5 M230 Dual	686	374	radeon hd 8650g + r5 m230 dual
1668	Radeon HD 8650G + R5 M230 Dual	686	374	radeon hd 8650g + r5 m230 on r5 m230 dual
1669	Radeon HD 6630M	685	390	radeon hd 6630m
1670	Radeon HD 8550D	685	357	radeon hd 8550d
1671	Radeon HD 6630M	685	390	radeonhd6630m
1672	GRID P40-3Q	681	603	grid p40-3q
1673	Radeon HD 7640G N HD 7640G + HD 7670M Dual	680	305	radeon hd 7640g n hd 7640g + hd 7670m dual
1674	Radeon HD 8650G N HD 8650G + HD 8600M N HD 8600M D	680	347	radeon hd 8650g n hd 8650g + hd 8600m n hd 8600m d
1675	GeForce GT 530	679	216	geforce gt 530
1676	GeForce GTS 160M	679	308	geforce gts 160m
1677	GeForce GT 640M LE	678	168	geforce gt 640m le
1678	Radeon HD 7640G + HD 8670M Dual	677	249	radeon hd 7640g + hd 8670m dual
1679	GeForce GTX 285M	676	246	geforce gtx 285m
1680	Quadro FX 4700 X2	676	509	quadro fx 4700 x2
1681	Radeon HD 8610G + R5 M200 Dual	676	291	radeon hd 8610g + r5 m200 dual
1682	Radeon R7 A360	676	346	radeon r7 a360
1683	Radeon R8 M535DX	670	182	radeon r8 m535dx
1684	GeForce GT 740A	668	300	geforce gt 740a
1685	GeForce GTS 360M	666	67	geforce gts 360m
1686	Radeon HD 7640G + HD 8500M N HD 8500M Dual	666	311	radeon hd 7640g + hd 8500m n hd 8500m dual
1687	FirePro M7740	665	415	firepro m7740
1688	Radeon HD 8550G + 8690M Dual	664	260	radeon hd 8550g + 8690m dual
1689	GeForce 720A	662	424	geforce 720a
1690	FirePro V3900	661	245	firepro v3900
1691	GeForce GT 555M	661	108	geforce gt 555m
1692	Radeon HD 5600/5700	661	273	radeon hd 5600/5700
1693	GeForce GT 555M	661	108	geforcegt555m
1694	Radeon HD 5600/5700	661	273	mobility radeon hd 5700
1695	Radeon HD 5600/5700	661	273	radeon hd 5600
1696	FireGL V7700	660	422	firegl v7700
1697	Radeon HD 2900 XT	660	397	radeon hd 2900 xt
1698	Radeon R5 PRO A8-9600B 4C+6G	659	224	radeon r5 pro a8-9600b 4c+6g
1699	GeForce GT 140	658	225	geforce gt 140
1700	Radeon R7 M340	657	153	radeon r7 m340
1701	Radeon R7 M340	657	153	radeonr7m340
1702	Radeon HD 7640G + 8750M Dual	655	305	radeon hd 7640g + 8750m dual
1703	Radeon HD 8550G + HD 8600/8700M Dual	655	170	radeon hd 8550g + hd 8600/8700m dual
1704	Radeon HD 8550G + HD 8600/8700M Dual	655	170	radeonhd8650g+hd8600mdual
1705	Radeon HD 8650G + 8570M Dual	654	282	radeon hd 8650g + 8570m dual
1706	Radeon HD 7520G + HD 8750M Dual	651	289	radeon hd 7520g + hd 8750m dual
1707	SUMO 9640	650	398	sumo 9640
1708	Radeon R5 M430	649	516	radeon r5 m430
1709	Radeon R5 M430	649	516	radeonr5m430
1710	FireStream 9170	647	493	firestream 9170
1711	Radeon HD 6670 + 6670 Dual	647	552	radeon hd 6670 + 6670 dual
1712	Radeon HD 8610G + HD 8500M Dual	646	274	radeon hd 8610g + hd 8500m dual
1713	Radeon HD 7640G + 7670M Dual	645	294	radeon hd 7640g + 7670m dual
1714	Radeon R7 A8 PRO-7600B	645	169	radeon r7 a8 pro-7600b
1715	GeForce 8800 Ultra	643	252	geforce 8800 ultra
1716	Intel HD P4600/P4700	643	368	intel hd p4600/p4700
1717	Radeon HD 7540D + HD 6450 Dual	643	444	radeon hd 7540d + hd 6450 dual
1718	Intel HD 5600	639	491	intel hd 5600
1719	Radeon R5 PRO A6-8570E 2C+4G	638	268	radeon r5 pro a6-8570e 2c+4g
1720	Radeon HD 7640G + 7400M Dual	637	286	radeon hd 7640g + 7400m dual
1721	Radeon HD 8450G + 8750M Dual	637	299	radeon hd 8450g + 8750m dual
1722	GeForce 9800 S	636	427	geforce 9800 s
1723	Radeon HD 8650G + 8670M Dual	635	355	radeon hd 8650g + 8670m dual
1724	GeForce GT 710	634	212	geforce gt 710
1725	Intel HD 4600	634	315	intel hd 4600
1726	Radeon HD 7660D + HD 7000 Dual	634	465	radeon hd 7660d + hd 7000 dual
1727	Radeon HD 8650G + HD 7670M Dual	634	305	radeon hd 8650g + hd 7670m dual
1728	Intel HD 4600	634	315	intelhd4600
1729	GeForce GT 710	634	212	geforcegt710
1730	NVS 5400M	633	185	nvs 5400m
1731	NVS 5400M	633	185	nvs5400m
1732	Radeon HD 7610M	632	479	radeon hd 7610m
1733	Radeon HD 7660G + 7470M Dual	631	351	radeon hd 7660g + 7470m dual
1734	Radeon HD 7640G + HD 7700M N HD 7700M Dual	631	272	radeon hd 7640g + hd 7700m n hd 7700m dual
1735	Radeon HD 8510G + HD 8500M Dual	630	191	radeon hd 8510g + hd 8500m dual
1736	GRID K160Q	628	262	grid k160q
1737	Radeon HD 2900 PRO	628	397	radeon hd 2900 pro
1738	Radeon HD 7640G + 7500/7600 Dual	627	293	radeon hd 7640g + 7500/7600 dual
1739	Radeon HD 8650G + 8500M Dual	627	351	radeon hd 8650g + 8500m dual
1740	Radeon R5 A6-8500P	627	202	radeon r5 a6-8500p
1741	Radeon HD 7640G + 7500/7600 Dual	627	293	radeon hd 7640g + hd 7500m/7600m dual
1742	Radeon HD 8650G + 8500M Dual	627	351	radeon hd 8650g + hd 8500m dual
1743	Intel HD 515	626	191	intel hd 515
1744	Intel HD 515	626	191	intelhd515
1745	Radeon HD 7520G + HD 8600/8700M Dual	624	291	radeon hd 7520g + hd 8600/8700m dual
